Season,Lg,ORtg,DRtg,Playoffs,id,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,NBA,102.0,102.2,Yes,703,IND,41.0,41.0,4.0,27.7,6-7,212.0,82.0,243.7,34.5,78.4,0.44,4.8,14.1,0.342,29.7,64.3,0.461,18.8,24.5,0.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6
1999-00,NBA,108.5,103.6,Yes,704,IND,56.0,26.0,1.0,30.4,6-7,212.0,82.0,240.6,37.2,81.0,0.459,7.1,18.1,0.392,30.0,62.8,0.478,19.9,24.5,0.811,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3
1998-99,NBA,108.7,104.4,Yes,705,IND,33.0,17.0,1.0,30.8,6-7,209.0,50.0,242.0,34.6,77.3,0.448,5.9,16.0,0.368,28.7,61.3,0.469,19.5,24.6,0.796,11.5,29.0,40.5,20.1,6.3,4.5,13.0,21.6,94.7
1997-98,NBA,108.4,101.5,Yes,706,IND,58.0,24.0,2.0,29.7,6-7,207.0,82.0,241.8,35.6,75.9,0.469,4.9,12.5,0.39,30.7,63.3,0.485,19.9,26.0,0.764,10.7,28.6,39.3,23.0,7.9,4.5,14.2,22.7,96.0
1996-97,NBA,105.8,104.7,No,707,IND,39.0,43.0,6.0,27.9,6-7,210.0,82.0,243.0,34.8,76.3,0.456,5.2,13.8,0.381,29.5,62.5,0.472,20.6,28.5,0.722,12.5,29.1,41.7,21.3,7.1,4.8,16.3,24.1,95.4
1995-96,NBA,110.8,107.2,Yes,708,IND,52.0,30.0,2.0,29.4,6-7,208.0,82.0,240.9,36.3,75.7,0.48,4.4,11.9,0.373,31.9,63.8,0.5,22.2,29.5,0.755,12.3,27.6,39.9,23.4,7.1,3.9,16.3,24.8,99.3
1994-95,NBA,109.6,105.6,Yes,709,IND,52.0,30.0,1.0,28.7,6-7,208.0,82.0,241.2,36.4,76.2,0.477,4.6,12.0,0.38,31.8,64.2,0.496,21.9,29.1,0.751,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2
1993-94,NBA,107.8,104.2,Yes,710,IND,47.0,35.0,3.0,27.2,6-7,206.0,82.0,240.9,38.6,79.5,0.486,2.2,6.1,0.368,36.4,73.4,0.496,21.5,29.1,0.738,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101.0
1992-93,NBA,111.9,110.1,Yes,711,IND,41.0,41.0,5.0,26.8,6-8,208.0,82.0,240.9,41.1,85.6,0.48,3.1,9.6,0.326,38.0,76.0,0.5,22.4,29.3,0.766,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8
1991-92,NBA,111.7,109.9,Yes,712,IND,40.0,42.0,4.0,26.4,6-7,209.0,82.0,243.4,42.7,86.3,0.494,4.1,11.5,0.354,38.6,74.9,0.516,22.8,28.8,0.79,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2
1990-91,NBA,111.7,112.1,Yes,713,IND,41.0,41.0,5.0,26.4,6-8,211.0,82.0,241.5,42.1,85.3,0.493,3.0,9.1,0.332,39.0,76.2,0.513,24.5,30.2,0.811,12.4,29.0,41.4,26.6,8.0,4.4,16.5,25.5,111.7
1989-90,NBA,111.5,111.4,Yes,714,IND,42.0,40.0,5.0,26.4,6-8,212.0,82.0,242.4,41.2,83.0,0.497,3.6,9.4,0.382,37.6,73.6,0.511,23.2,28.5,0.816,11.5,29.1,40.6,24.7,6.7,4.3,16.4,24.0,109.3
1988-89,NBA,106.8,111.0,No,715,IND,28.0,54.0,6.0,25.2,6-8,214.0,82.0,242.1,41.3,84.7,0.487,2.5,7.5,0.328,38.8,77.2,0.503,21.9,27.7,0.789,13.0,30.5,43.4,24.5,6.9,5.1,18.9,25.7,106.9
1987-88,NBA,106.6,107.4,No,716,IND,38.0,44.0,6.0,25.7,6-7,215.0,82.0,240.3,41.9,87.2,0.48,2.0,5.9,0.336,39.9,81.3,0.491,18.9,24.2,0.78,13.1,30.0,43.1,24.1,7.5,4.2,16.1,24.9,104.6
1986-87,NBA,106.0,106.6,Yes,717,IND,41.0,41.0,4.0,25.9,6-7,216.0,82.0,243.0,42.1,89.3,0.472,1.1,3.9,0.297,41.0,85.5,0.479,20.7,26.5,0.782,13.8,30.0,43.9,26.5,8.5,3.8,15.6,25.6,106.1
1985-86,NBA,102.6,105.9,No,718,IND,26.0,56.0,6.0,25.0,6-7,215.0,82.0,240.9,42.0,87.2,0.481,0.3,1.7,0.161,41.7,85.5,0.488,19.7,26.6,0.739,13.9,31.9,45.7,26.3,8.0,4.6,18.5,26.0,103.9
1984-85,NBA,102.5,108.4,No,719,IND,22.0,60.0,6.0,24.1,6-6,208.0,82.0,241.2,42.5,89.3,0.476,0.4,1.9,0.194,42.2,87.4,0.482,22.8,30.7,0.744,14.6,32.0,46.6,23.7,7.6,4.5,19.8,27.3,108.3
1983-84,NBA,101.8,106.5,No,720,IND,26.0,56.0,6.0,24.4,6-6,209.0,82.0,241.2,42.0,87.0,0.483,0.6,2.5,0.232,41.5,84.4,0.491,19.8,25.8,0.766,12.2,29.2,41.5,26.5,10.2,4.9,18.6,25.1,104.5
1982-83,NBA,103.8,109.4,No,721,IND,20.0,62.0,6.0,24.9,6-6,208.0,82.0,241.8,45.2,94.2,0.48,0.6,2.9,0.212,44.6,91.3,0.488,17.6,23.3,0.758,15.8,28.0,43.8,26.2,9.2,5.0,18.7,25.4,108.7
1981-82,NBA,102.7,104.6,No,722,IND,35.0,47.0,4.0,27.0,6-6,202.0,82.0,241.8,40.6,87.4,0.465,1.3,3.9,0.326,39.4,83.5,0.472,19.7,26.5,0.741,13.9,28.9,42.8,23.1,9.2,6.0,17.0,24.9,102.2
1980-81,NBA,106.4,105.0,Yes,723,IND,44.0,38.0,3.0,26.0,6-7,202.0,82.0,240.6,42.6,88.4,0.482,0.4,2.1,0.178,42.2,86.3,0.489,22.1,31.0,0.715,16.2,27.6,43.8,25.5,10.2,5.9,18.2,24.5,107.6
1979-80,NBA,105.5,106.2,No,724,IND,37.0,45.0,4.0,25.3,6-7,198.0,82.0,242.1,44.4,93.8,0.473,1.1,3.8,0.28,43.3,89.9,0.481,21.4,28.5,0.751,17.0,28.4,45.4,26.2,11.0,6.5,18.5,24.1,111.2
1975-76,ABA,103.7,103.9,Yes,728,INA,39.0,45.0,5.0,24.7,6-5,203.0,84.0,242.1,44.5,101.5,0.438,3.0,9.2,0.324,41.5,92.3,0.449,20.7,26.8,0.772,19.2,32.6,51.8,24.8,11.2,5.5,17.3,23.6,112.6
1974-75,ABA,106.7,105.7,Yes,729,INA,45.0,39.0,3.0,24.3,6-5,205.0,84.0,241.2,46.3,99.6,0.465,2.7,8.5,0.312,43.7,91.0,0.48,17.4,23.4,0.744,19.9,30.5,50.5,22.9,10.6,4.9,18.4,23.2,112.8
1973-74,ABA,101.7,100.9,Yes,730,INA,46.0,38.0,2.0,26.8,6-5,205.0,84.0,242.4,42.2,93.9,0.45,2.0,6.5,0.315,40.2,87.4,0.46,19.3,26.7,0.725,17.5,34.5,52.0,21.7,8.8,5.5,18.5,22.9,105.8
2024-25,NBA,115.1,110.3,Yes,737,LAC,50.0,32.0,2.0,29.7,6-6,219.0,82.0,241.5,41.6,86.3,0.482,12.5,33.4,0.373,29.1,52.9,0.55,17.3,21.7,0.797,10.3,33.5,43.8,25.2,9.4,4.5,14.9,18.3,112.9
2023-24,NBA,118.8,115.4,Yes,738,LAC,51.0,31.0,1.0,30.4,6-6,220.0,82.0,240.3,42.4,86.7,0.489,12.6,33.2,0.381,29.7,53.5,0.555,18.3,22.2,0.825,10.0,32.9,43.0,25.6,7.8,5.0,13.1,18.5,115.6
2022-23,NBA,115.0,114.5,Yes,739,LAC,44.0,38.0,3.0,29.7,6-6,219.0,82.0,241.8,41.1,86.1,0.477,12.7,33.4,0.381,28.4,52.7,0.539,18.7,23.9,0.781,9.8,33.4,43.2,23.9,7.1,4.4,14.2,19.5,113.6
2021-22,NBA,110.1,110.1,No,740,LAC,42.0,40.0,3.0,27.5,6-6,218.0,82.0,241.2,40.1,87.4,0.458,12.8,34.2,0.374,27.3,53.3,0.512,15.5,19.6,0.793,9.1,34.9,44.0,24.0,7.4,5.0,13.7,18.6,108.4
2020-21,NBA,117.6,111.2,Yes,741,LAC,47.0,25.0,2.0,28.8,6-6,217.0,72.0,240.0,41.8,86.7,0.482,14.3,34.7,0.411,27.5,52.0,0.529,16.2,19.3,0.839,9.4,34.7,44.2,24.4,7.1,4.1,13.2,19.2,114.0
2019-20,NBA,113.9,107.6,Yes,742,LAC,49.0,23.0,2.0,27.4,6-6,213.0,72.0,241.4,41.6,89.2,0.466,12.4,33.5,0.371,29.1,55.8,0.522,20.8,26.3,0.791,10.7,37.0,47.7,23.7,7.1,4.7,14.6,22.1,116.3
2018-19,NBA,112.4,111.5,Yes,743,LAC,48.0,34.0,2.0,27.2,6-6,209.0,82.0,241.8,41.3,87.5,0.471,10.0,25.8,0.388,31.3,61.7,0.507,22.6,28.5,0.792,9.7,35.8,45.5,24.0,6.8,4.7,14.5,23.3,115.1
2017-18,NBA,110.3,110.2,No,744,LAC,42.0,40.0,2.0,27.0,6-6,218.0,82.0,240.3,40.3,85.4,0.471,9.5,26.8,0.354,30.8,58.6,0.525,19.0,25.5,0.743,10.1,33.7,43.9,22.3,7.7,4.5,14.7,20.0,109.0
2016-17,NBA,112.7,108.2,Yes,745,LAC,51.0,31.0,2.0,30.0,6-6,220.0,82.0,240.9,39.5,83.2,0.475,10.3,27.4,0.375,29.3,55.8,0.525,19.3,26.0,0.745,9.0,34.0,43.0,22.5,7.5,4.2,13.0,19.8,108.7
2015-16,NBA,108.3,103.8,Yes,746,LAC,53.0,29.0,2.0,29.7,6-6,217.0,82.0,241.8,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,104.5
2014-15,NBA,112.4,105.5,Yes,747,LAC,56.0,26.0,2.0,28.8,6-6,220.0,82.0,240.6,39.4,83.3,0.473,10.1,26.9,0.376,29.3,56.4,0.519,17.9,25.2,0.71,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,106.7
2013-14,NBA,112.1,104.8,Yes,748,LAC,57.0,25.0,1.0,28.1,6-6,215.0,82.0,240.9,39.1,82.5,0.474,8.5,24.0,0.352,30.7,58.5,0.525,21.2,29.1,0.73,10.5,32.5,43.0,24.6,8.6,4.8,13.9,21.5,107.9
2012-13,NBA,110.6,103.6,Yes,749,LAC,56.0,26.0,1.0,28.8,6-6,217.0,82.0,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23.0,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1
2011-12,NBA,108.5,105.7,Yes,750,LAC,40.0,26.0,2.0,27.3,6-5,218.0,66.0,241.9,37.0,81.3,0.455,7.8,21.8,0.357,29.2,59.5,0.49,15.8,23.3,0.68,12.1,29.4,41.6,21.0,8.4,4.8,13.3,21.2,97.5
2010-11,NBA,105.3,108.7,No,751,LAC,32.0,50.0,4.0,24.6,6-6,229.0,82.0,242.1,36.8,80.4,0.457,6.3,18.5,0.338,30.5,61.9,0.493,18.9,26.7,0.707,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6
2009-10,NBA,103.3,110.1,No,752,LAC,29.0,53.0,3.0,27.3,6-7,222.0,82.0,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7
2008-09,NBA,102.3,111.7,No,753,LAC,19.0,63.0,4.0,26.6,6-6,222.0,82.0,242.4,36.0,81.7,0.441,6.5,18.5,0.354,29.5,63.2,0.467,16.5,22.4,0.736,10.9,29.0,39.8,21.0,7.0,5.9,14.9,20.1,95.1
2007-08,NBA,101.2,109.1,No,754,LAC,23.0,59.0,5.0,28.5,6-6,214.0,82.0,241.5,34.4,78.6,0.438,4.3,13.2,0.324,30.1,65.4,0.46,20.8,26.6,0.781,9.8,30.4,40.1,21.1,6.8,4.9,14.4,21.3,93.8
2006-07,NBA,105.1,105.6,No,755,LAC,40.0,42.0,4.0,27.5,6-6,220.0,82.0,240.6,35.1,77.0,0.456,3.8,11.0,0.348,31.3,66.0,0.474,21.6,27.4,0.788,10.8,30.3,41.1,21.5,7.3,5.8,15.1,22.7,95.6
2005-06,NBA,105.3,103.6,Yes,756,LAC,47.0,35.0,2.0,26.8,6-7,220.0,82.0,241.5,36.5,78.6,0.465,3.5,10.3,0.344,33.0,68.3,0.483,20.7,26.1,0.791,10.1,33.0,43.1,20.8,6.5,6.1,14.5,22.8,97.2
2004-05,NBA,105.5,106.4,No,757,LAC,37.0,45.0,3.0,25.5,6-7,222.0,82.0,244.3,35.7,77.7,0.459,2.8,8.2,0.345,32.8,69.5,0.473,21.6,27.7,0.778,12.0,29.9,41.9,23.2,7.3,5.1,15.7,22.2,95.7
2003-04,NBA,103.5,108.5,No,758,LAC,28.0,54.0,7.0,24.3,6-7,228.0,82.0,241.5,34.4,80.2,0.428,4.0,12.5,0.321,30.3,67.7,0.448,22.0,28.1,0.785,14.0,29.5,43.5,20.2,7.2,4.6,16.4,22.1,94.8
2002-03,NBA,102.3,106.8,No,759,LAC,27.0,55.0,7.0,25.3,6-7,229.0,82.0,240.9,34.6,79.1,0.437,4.8,14.4,0.331,29.8,64.8,0.46,19.9,26.5,0.75,12.3,30.0,42.3,19.6,7.0,5.6,15.7,21.8,93.8
2001-02,NBA,105.5,106.0,No,760,LAC,39.0,43.0,5.0,24.4,6-7,227.0,82.0,241.5,36.2,81.3,0.445,5.0,14.0,0.356,31.2,67.3,0.464,18.3,24.7,0.739,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7
2000-01,NBA,101.3,104.5,No,761,LAC,31.0,51.0,6.0,24.3,6-7,221.0,82.0,244.3,35.3,78.9,0.448,4.4,13.0,0.339,30.9,65.9,0.469,17.4,25.1,0.693,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6,92.5
1999-00,NBA,97.8,110.1,No,762,LAC,15.0,67.0,7.0,24.2,6-7,222.0,82.0,240.3,35.1,82.4,0.426,5.2,15.5,0.339,29.9,67.0,0.446,16.6,22.3,0.746,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2,92.0
1998-99,NBA,100.0,109.7,No,763,LAC,9.0,41.0,7.0,25.0,6-6,223.0,50.0,242.5,34.2,80.1,0.427,4.3,13.4,0.32,29.9,66.8,0.448,17.7,24.5,0.721,13.3,25.9,39.2,16.4,8.5,4.7,15.9,24.5,90.4
1997-98,NBA,103.3,111.2,No,764,LAC,17.0,65.0,7.0,25.7,6-6,217.0,82.0,241.2,35.7,81.6,0.438,6.4,17.9,0.358,29.3,63.7,0.461,18.0,25.0,0.723,12.7,27.8,40.4,18.7,7.6,5.6,16.1,22.3,95.9
1996-97,NBA,105.1,107.6,Yes,765,LAC,36.0,46.0,5.0,25.5,6-6,212.0,82.0,243.0,36.5,81.7,0.446,5.8,16.3,0.354,30.7,65.3,0.469,18.5,25.3,0.731,13.3,27.3,40.7,20.3,8.9,5.4,16.0,24.0,97.2
1995-96,NBA,106.5,110.3,No,766,LAC,29.0,53.0,7.0,25.2,6-6,216.0,82.0,240.6,38.1,80.7,0.472,6.2,16.8,0.37,31.9,64.0,0.499,17.0,24.2,0.702,11.9,26.7,38.6,20.4,8.6,5.0,16.5,24.5,99.4
1994-95,NBA,101.5,111.1,No,767,LAC,17.0,65.0,7.0,24.9,6-6,211.0,82.0,242.4,37.3,84.0,0.444,4.0,12.8,0.315,33.3,71.2,0.468,18.0,25.4,0.71,13.0,25.3,38.3,22.0,9.6,5.3,16.3,26.2,96.7
1993-94,NBA,102.9,108.6,No,768,LAC,27.0,55.0,7.0,27.0,6-6,213.0,82.0,241.2,40.8,87.4,0.467,3.1,10.1,0.303,37.7,77.2,0.488,18.4,26.0,0.709,13.7,29.4,43.0,26.5,9.8,5.1,18.0,21.6,103.0
1992-93,NBA,107.4,107.1,Yes,769,LAC,41.0,41.0,4.0,26.7,6-6,213.0,82.0,241.5,43.2,89.4,0.484,1.6,6.0,0.271,41.6,83.4,0.499,19.0,26.5,0.718,14.4,28.8,43.2,27.3,10.3,6.0,16.3,23.4,107.1
1991-92,NBA,105.8,104.7,Yes,770,LAC,45.0,37.0,5.0,27.3,6-7,207.0,82.0,241.8,40.8,86.3,0.473,1.8,6.1,0.289,39.0,80.2,0.487,19.5,27.1,0.72,13.8,29.2,43.0,25.0,10.0,6.1,15.5,22.8,102.9
1990-91,NBA,103.0,106.5,No,771,LAC,31.0,51.0,6.0,25.1,6-7,210.0,82.0,241.5,41.4,89.2,0.464,1.4,5.3,0.26,40.0,83.9,0.476,19.5,27.7,0.702,15.2,30.5,45.7,25.8,8.8,6.2,17.5,24.9,103.5
1989-90,NBA,104.0,107.4,No,772,LAC,30.0,52.0,6.0,24.5,6-7,212.0,82.0,241.5,40.5,83.6,0.484,0.7,2.8,0.243,39.8,80.8,0.493,22.1,30.0,0.738,12.9,28.8,41.7,24.1,9.5,6.2,18.9,22.7,103.8
1988-89,NBA,100.8,110.2,No,773,LAC,21.0,61.0,7.0,24.6,6-7,211.0,82.0,242.1,43.0,90.6,0.475,0.7,2.9,0.231,42.3,87.7,0.483,19.6,27.1,0.723,14.1,29.1,43.2,26.9,9.9,6.5,20.3,23.6,106.2
1987-88,NBA,97.4,107.6,No,774,LAC,17.0,65.0,6.0,26.2,6-6,209.0,82.0,241.5,38.9,87.7,0.443,1.0,3.9,0.249,37.9,83.9,0.452,20.0,28.1,0.713,14.5,28.7,43.2,23.0,8.8,6.3,18.7,23.3,98.8
1986-87,NBA,101.2,112.3,No,775,LAC,12.0,70.0,6.0,26.2,6-6,208.0,82.0,241.2,40.4,89.4,0.452,1.0,4.2,0.224,39.4,85.2,0.463,22.8,30.7,0.742,15.0,26.1,41.1,24.0,9.2,5.3,18.2,24.4,104.5
1985-86,NBA,105.4,112.1,No,776,LAC,32.0,50.0,4.0,27.0,6-7,209.0,82.0,240.9,41.3,87.4,0.473,0.8,2.8,0.279,40.5,84.6,0.479,25.2,32.7,0.77,14.1,27.5,41.7,24.0,8.5,6.1,18.3,23.5,108.6
1984-85,NBA,105.8,110.2,No,777,LAC,31.0,51.0,5.0,27.3,6-7,212.0,82.0,240.6,43.0,86.8,0.495,0.7,2.3,0.298,42.3,84.5,0.501,20.4,26.9,0.758,14.1,29.7,43.9,23.6,6.5,6.1,19.4,22.4,107.1
1983-84,NBA,109.2,112.4,No,778,SDC,30.0,52.0,6.0,25.5,6-7,209.0,82.0,240.6,44.3,89.3,0.496,0.3,1.6,0.188,44.0,87.8,0.502,21.8,29.6,0.736,15.9,29.0,45.0,24.2,6.9,4.7,18.5,24.6,110.7
1982-83,NBA,104.7,109.3,No,779,SDC,25.0,57.0,6.0,24.8,6-6,206.0,82.0,241.8,44.2,93.1,0.475,0.8,3.2,0.244,43.4,89.9,0.483,19.4,26.8,0.724,17.0,25.7,42.7,25.5,10.0,5.0,19.5,27.9,108.6
1981-82,NBA,106.6,113.8,No,780,SDC,17.0,65.0,6.0,25.4,6-6,202.0,82.0,240.9,43.3,86.6,0.5,1.2,4.1,0.293,42.1,82.5,0.511,20.6,28.5,0.723,13.8,26.8,40.6,22.9,7.8,3.6,19.1,28.7,108.5
1980-81,NBA,106.0,107.6,No,781,SDC,36.0,46.0,5.0,27.6,6-6,205.0,82.0,240.6,42.4,88.8,0.477,1.6,5.0,0.324,40.8,83.9,0.486,20.1,27.4,0.735,14.3,26.1,40.4,25.6,9.3,3.6,17.2,25.3,106.5
1979-80,NBA,105.7,109.8,No,782,SDC,35.0,47.0,5.0,27.6,6-6,202.0,82.0,240.9,43.0,91.4,0.47,2.2,6.6,0.326,40.8,84.8,0.482,19.5,26.4,0.736,15.8,28.1,43.9,20.6,8.1,3.5,17.6,23.1,107.6
2024-25,NBA,115.9,114.7,Yes,792,LAL,50.0,32.0,1.0,27.9,6-7,220.0,82.0,240.6,40.9,85.5,0.479,13.3,36.4,0.366,27.6,49.1,0.562,18.2,23.2,0.785,9.7,32.8,42.4,26.0,7.7,4.5,14.0,17.3,113.4
2023-24,NBA,115.9,115.3,Yes,793,LAL,47.0,35.0,3.0,28.0,6-7,221.0,82.0,242.1,43.7,87.5,0.499,11.8,31.4,0.377,31.8,56.2,0.567,18.9,24.2,0.782,8.2,34.9,43.1,28.5,7.4,5.5,14.0,15.6,118.0
2022-23,NBA,114.5,113.9,Yes,794,LAL,43.0,39.0,5.0,27.9,6-5,212.0,82.0,242.4,42.9,89.0,0.482,10.8,31.2,0.346,32.1,57.8,0.555,20.6,26.6,0.775,10.0,35.7,45.7,25.3,6.4,4.6,14.1,17.9,117.2
2021-22,NBA,110.3,113.3,No,795,LAL,33.0,49.0,4.0,30.2,6-5,221.0,82.0,243.7,41.6,88.8,0.469,12.0,34.5,0.347,29.7,54.3,0.546,16.8,23.0,0.732,9.5,34.5,44.0,24.0,7.6,5.2,14.5,20.2,112.1
2020-21,NBA,109.9,107.1,Yes,796,LAL,42.0,30.0,3.0,28.2,6-6,223.0,72.0,242.4,40.6,86.1,0.472,11.1,31.2,0.354,29.6,54.8,0.539,17.2,23.3,0.739,9.7,34.6,44.2,24.7,7.8,5.4,15.2,19.1,109.5
2019-20,NBA,112.0,106.3,Yes,797,LAL,52.0,19.0,1.0,29.5,6-7,224.0,71.0,240.7,42.3,88.3,0.48,11.0,31.6,0.349,31.3,56.7,0.552,17.7,24.3,0.729,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,113.4
2018-19,NBA,107.8,109.5,No,798,LAL,37.0,45.0,4.0,26.2,6-7,218.0,82.0,241.2,42.6,90.5,0.47,10.3,31.0,0.333,32.2,59.6,0.541,16.3,23.3,0.699,10.2,36.4,46.6,25.6,7.5,5.4,15.7,20.7,111.8
2017-18,NBA,106.5,108.0,No,799,LAL,35.0,47.0,3.0,23.7,6-7,216.0,82.0,242.7,40.7,88.4,0.461,10.0,29.1,0.345,30.7,59.3,0.517,16.6,23.3,0.714,10.7,35.7,46.4,23.8,7.7,4.7,15.8,21.2,108.1
2016-17,NBA,106.0,113.0,No,800,LAL,26.0,56.0,4.0,25.1,6-7,216.0,82.0,240.3,39.3,87.4,0.45,8.9,25.7,0.346,30.4,61.6,0.493,17.0,22.6,0.754,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,104.6
2015-16,NBA,101.6,111.6,No,801,LAL,17.0,65.0,5.0,26.5,6-7,219.0,82.0,240.6,35.1,84.8,0.414,7.8,24.6,0.317,27.3,60.2,0.454,19.3,24.7,0.781,10.7,32.3,43.0,18.0,7.2,4.1,13.7,20.3,97.3
2014-15,NBA,103.4,110.6,No,802,LAL,21.0,61.0,5.0,27.0,6-7,218.0,82.0,243.0,37.2,85.6,0.435,6.5,18.9,0.344,30.8,66.8,0.461,17.5,23.6,0.741,11.6,32.3,43.9,20.9,7.0,4.5,13.2,21.2,98.5
2013-14,NBA,104.2,110.6,No,803,LAL,27.0,55.0,5.0,26.8,6-7,214.0,82.0,240.3,38.3,85.1,0.45,9.4,24.8,0.381,28.8,60.3,0.478,17.0,22.4,0.757,9.1,32.0,41.0,24.5,7.5,5.4,15.1,19.8,103.0
2012-13,NBA,107.8,106.6,Yes,804,LAL,45.0,37.0,3.0,30.7,6-6,216.0,82.0,240.9,37.1,81.0,0.458,8.7,24.6,0.355,28.4,56.4,0.503,19.3,27.9,0.692,11.5,33.3,44.8,22.2,7.0,5.2,15.0,17.9,102.2
2011-12,NBA,106.0,104.4,Yes,805,LAL,41.0,25.0,1.0,29.7,6-7,226.0,66.0,243.4,36.8,80.6,0.457,5.5,16.8,0.326,31.3,63.7,0.491,18.2,24.1,0.756,12.1,34.1,46.2,22.5,5.9,5.3,15.1,16.8,97.3
2010-11,NBA,111.0,104.3,Yes,806,LAL,57.0,25.0,1.0,30.2,6-7,220.0,82.0,241.8,38.1,82.4,0.463,6.4,18.1,0.352,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,44.0,22.0,7.3,5.1,13.1,19.0,101.5
2009-10,NBA,108.8,103.7,Yes,807,LAL,57.0,25.0,1.0,28.4,6-7,221.0,82.0,241.8,38.3,83.8,0.457,6.5,19.0,0.341,31.9,64.8,0.492,18.5,24.2,0.765,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,101.7
2008-09,NBA,112.8,104.7,Yes,808,LAL,65.0,17.0,1.0,27.4,6-7,216.0,82.0,241.2,40.3,85.1,0.474,6.7,18.5,0.361,33.7,66.6,0.505,19.6,25.5,0.77,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,106.9
2007-08,NBA,113.0,105.5,Yes,809,LAL,57.0,25.0,1.0,26.7,6-7,219.0,82.0,241.2,39.6,83.1,0.476,8.1,21.4,0.378,31.5,61.8,0.51,21.3,27.7,0.769,11.0,33.2,44.1,24.4,8.0,5.3,14.1,20.6,108.6
2006-07,NBA,108.6,108.6,Yes,810,LAL,42.0,40.0,2.0,25.3,6-7,222.0,82.0,244.3,37.8,81.3,0.466,7.4,21.0,0.353,30.4,60.2,0.505,20.2,27.1,0.747,10.8,30.4,41.2,22.6,7.3,5.1,15.5,23.0,103.3
2005-06,NBA,108.4,105.7,Yes,811,LAL,45.0,37.0,3.0,25.1,6-8,222.0,82.0,242.1,36.5,80.6,0.453,6.7,19.3,0.349,29.8,61.3,0.486,19.7,26.5,0.745,11.8,30.3,42.2,21.1,7.7,4.3,13.9,23.1,99.4
2004-05,NBA,108.1,111.4,No,812,LAL,34.0,48.0,4.0,26.0,6-6,214.0,82.0,241.2,35.3,80.8,0.437,7.9,22.1,0.355,27.5,58.7,0.467,20.3,26.1,0.777,12.5,30.6,43.2,20.4,6.2,4.2,14.3,21.9,98.7
2003-04,NBA,105.5,101.3,Yes,813,LAL,56.0,26.0,1.0,29.8,6-7,228.0,82.0,242.1,36.9,81.4,0.454,4.5,13.6,0.327,32.5,67.8,0.479,19.9,28.7,0.693,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1,98.2
2002-03,NBA,107.2,104.7,Yes,814,LAL,50.0,32.0,2.0,28.1,6-7,229.0,82.0,243.0,37.7,83.6,0.451,5.9,16.7,0.356,31.8,66.9,0.475,19.0,26.0,0.734,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9,100.4
2001-02,NBA,109.4,101.7,Yes,815,LAL,58.0,24.0,2.0,27.9,6-7,227.0,82.0,241.2,38.4,83.4,0.461,6.2,17.5,0.354,32.2,65.9,0.489,18.2,26.1,0.699,12.5,31.8,44.3,23.0,7.6,5.8,12.7,22.2,101.3
2000-01,NBA,108.4,104.8,Yes,816,LAL,56.0,26.0,1.0,29.2,6-7,226.0,82.0,242.7,37.9,81.5,0.465,5.4,15.5,0.344,32.6,66.0,0.494,19.4,28.5,0.683,13.2,31.5,44.7,23.0,6.9,6.0,14.4,22.8,100.6
1999-00,NBA,107.3,98.2,Yes,817,LAL,67.0,15.0,1.0,29.2,6-7,227.0,82.0,241.5,38.3,83.4,0.459,4.2,12.8,0.329,34.1,70.6,0.482,20.1,28.9,0.696,13.6,33.4,47.0,23.4,7.5,6.5,13.9,22.5,100.8
